Exercise,Left Wrist Angle,Right Wrist Angle,Left Elbow Angle,Right Elbow Angle,Left Shoulder Angle,Right Shoulder Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Heel Angle,Right Heel Angle,Left Foot Index Angle,Right Foot Index Angle,label
2,0,0,0,0,0,0,100.6412027,100.6412027,97.82965794,91.36377369,0,0,0,0,0,0,1
2,0,0,0,0,0,0,94.71580413,94.71580413,91.70460874,88.36804296,0,0,0,0,0,0,1
2,0,0,0,0,0,0,95.65264668,95.65264668,91.35801889,90.88328472,0,0,0,0,0,0,1
2,0,0,0,0,0,0,93.82369827,93.82369827,86.34033238,89.14505873,0,0,0,0,0,0,1
2,0,0,0,0,0,0,95.1277467,95.1277467,86.91217803,89.37122568,0,0,0,0,0,0,1
2,0,0,0,0,0,0,96.63668672,96.63668672,87.94797055,90.61921987,0,0,0,0,0,0,1
2,0,0,0,0,0,0,96.81941422,96.81941422,87.20899972,89.87673704,0,0,0,0,0,0,1
2,0,0,0,0,0,0,97.46395934,97.46395934,87.65296746,90.50675651,0,0,0,0,0,0,1
2,0,0,0,0,0,0,96.74811135,96.74811135,85.24789512,89.63931861,0,0,0,0,0,0,1
2,0,0,0,0,0,0,96.66804135,96.66804135,84.79765121,89.57415336,0,0,0,0,0,0,1
2,0,0,0,0,0,0,96.95352805,96.95352805,86.28097277,90.66125723,0,0,0,0,0,0,1
2,0,0,0,0,0,0,96.67122044,96.67122044,86.16328069,91.28312603,0,0,0,0,0,0,1
2,0,0,0,0,0,0,97.61638184,97.61638184,88.19183728,91.5878353,0,0,0,0,0,0,1
2,0,0,0,0,0,0,95.87746292,95.87746292,87.94035946,92.69316938,0,0,0,0,0,0,1
2,0,0,0,0,0,0,95.40606857,95.40606857,87.23593551,94.6017796,0,0,0,0,0,0,1
2,0,0,0,0,0,0,96.14818122,96.14818122,87.25160801,95.52426632,0,0,0,0,0,0,1
2,0,0,0,0,0,0,94.60592372,94.60592372,88.86915004,94.6545151,0,0,0,0,0,0,1
2,0,0,0,0,0,0,94.45836276,94.45836276,88.88120695,94.48958336,0,0,0,0,0,0,1
2,0,0,0,0,0,0,94.06569965,94.06569965,88.77593251,94.45694511,0,0,0,0,0,0,1
2,0,0,0,0,0,0,94.92828556,94.92828556,90.20457691,94.84719595,0,0,0,0,0,0,1
2,0,0,0,0,0,0,95.07419038,95.07419038,90.38839545,94.87796919,0,0,0,0,0,0,1
2,0,0,0,0,0,0,95.21036745,95.21036745,90.60271489,95.52039714,0,0,0,0,0,0,1
2,0,0,0,0,0,0,94.88611396,94.88611396,90.22689632,95.37196292,0,0,0,0,0,0,1
2,0,0,0,0,0,0,94.68313337,94.68313337,89.9567954,95.28577383,0,0,0,0,0,0,1
2,0,0,0,0,0,0,94.34343703,94.34343703,89.36546958,95.19071079,0,0,0,0,0,0,1
2,0,0,0,0,0,0,94.26394729,94.26394729,89.21009821,95.34872855,0,0,0,0,0,0,1
2,0,0,0,0,0,0,94.81316951,94.81316951,88.76360604,95.43983713,0,0,0,0,0,0,1
2,0,0,0,0,0,0,94.70215994,94.70215994,88.12502357,95.6938331,0,0,0,0,0,0,1
2,0,0,0,0,0,0,95.33441265,95.33441265,88.55034461,95.80733888,0,0,0,0,0,0,1
2,0,0,0,0,0,0,95.87137449,95.87137449,88.9825981,95.84780419,0,0,0,0,0,0,1
2,0,0,0,0,0,0,95.61401501,95.61401501,89.44717226,95.98749326,0,0,0,0,0,0,1
2,0,0,0,0,0,0,95.66142555,95.66142555,90.78898385,96.44934266,0,0,0,0,0,0,1
2,0,0,0,0,0,0,95.6458855,95.6458855,91.63413409,97.07838696,0,0,0,0,0,0,1
2,0,0,0,0,0,0,87.78304959,87.78304959,83.3692427,85.44398394,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.74236154,83.74236154,80.09626987,82.87513391,0,0,0,0,0,0,1
2,0,0,0,0,0,0,81.00752161,81.00752161,80.00052766,84.08117058,0,0,0,0,0,0,1
2,0,0,0,0,0,0,82.49400379,82.49400379,81.59937101,87.1320812,0,0,0,0,0,0,1
2,0,0,0,0,0,0,85.31135846,85.31135846,83.01325953,90.65175775,0,0,0,0,0,0,1
2,0,0,0,0,0,0,86.11430453,86.11430453,83.00453985,89.65546921,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.4010164,83.4010164,82.4536455,89.46010954,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.74269084,83.74269084,81.64827778,87.13706027,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.24437172,84.24437172,81.64924007,88.99807949,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.95869017,83.95869017,82.05767158,90.03279522,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.27258364,83.27258364,82.32773643,88.94038796,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.6523194,83.6523194,82.12337796,90.72652803,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.89719183,84.89719183,82.70350183,91.01404647,0,0,0,0,0,0,1
2,0,0,0,0,0,0,86.05568892,86.05568892,83.20307124,90.75836902,0,0,0,0,0,0,1
2,0,0,0,0,0,0,86.58083951,86.58083951,83.42933486,90.66551831,0,0,0,0,0,0,1
2,0,0,0,0,0,0,86.73980269,86.73980269,83.67475606,91.31802552,0,0,0,0,0,0,1
2,0,0,0,0,0,0,86.74816709,86.74816709,83.79315916,91.76050849,0,0,0,0,0,0,1
2,0,0,0,0,0,0,86.93429848,86.93429848,83.74193704,91.98775911,0,0,0,0,0,0,1
2,0,0,0,0,0,0,86.37087919,86.37087919,83.34290524,91.39794351,0,0,0,0,0,0,1
2,0,0,0,0,0,0,86.2503558,86.2503558,83.42329536,91.63292301,0,0,0,0,0,0,1
2,0,0,0,0,0,0,86.09873289,86.09873289,83.24876535,91.71001846,0,0,0,0,0,0,1
2,0,0,0,0,0,0,86.02682015,86.02682015,83.67288086,91.79361428,0,0,0,0,0,0,1
2,0,0,0,0,0,0,86.04249402,86.04249402,83.06794551,92.21968299,0,0,0,0,0,0,1
2,0,0,0,0,0,0,86.13561557,86.13561557,83.33751279,92.07515192,0,0,0,0,0,0,1
2,0,0,0,0,0,0,85.76611695,85.76611695,83.15772043,92.0339832,0,0,0,0,0,0,1
2,0,0,0,0,0,0,85.34316147,85.34316147,83.05837855,91.63131888,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.62899954,84.62899954,83.11827032,91.90853884,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.44701946,84.44701946,82.91025232,92.09753147,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.38301798,84.38301798,83.2059573,92.56510822,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.23760665,84.23760665,82.8868831,92.1727769,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.34257022,84.34257022,82.27602686,91.87950617,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.9393946,83.9393946,81.50360284,91.21614527,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.70122224,83.70122224,80.31769059,91.0897261,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.11028749,83.11028749,80.04850372,90.55964632,0,0,0,0,0,0,1
2,0,0,0,0,0,0,82.99500288,82.99500288,79.94997187,90.3876431,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.17503205,83.17503205,79.94628462,91.32047467,0,0,0,0,0,0,1
2,0,0,0,0,0,0,82.77379563,82.77379563,79.89552907,91.14781204,0,0,0,0,0,0,1
2,0,0,0,0,0,0,82.7445679,82.7445679,79.96581125,91.47524717,0,0,0,0,0,0,1
2,0,0,0,0,0,0,82.26912612,82.26912612,80.54245987,91.40726864,0,0,0,0,0,0,1
2,0,0,0,0,0,0,82.09182311,82.09182311,80.59906431,91.7316848,0,0,0,0,0,0,1
2,0,0,0,0,0,0,81.71178735,81.71178735,79.72489046,91.64109323,0,0,0,0,0,0,1
2,0,0,0,0,0,0,81.92867641,81.92867641,80.52511794,92.09973984,0,0,0,0,0,0,1
2,0,0,0,0,0,0,81.74905543,81.74905543,80.10623439,91.75510751,0,0,0,0,0,0,1
2,0,0,0,0,0,0,81.6088301,81.6088301,80.30164131,91.8132252,0,0,0,0,0,0,1
2,0,0,0,0,0,0,81.34128599,81.34128599,80.04634687,91.06261749,0,0,0,0,0,0,1
2,0,0,0,0,0,0,81.31522773,81.31522773,80.04661144,90.94953022,0,0,0,0,0,0,1
2,0,0,0,0,0,0,81.30016356,81.30016356,80.11301911,91.73338627,0,0,0,0,0,0,1
2,0,0,0,0,0,0,80.87558983,80.87558983,80.08246709,91.56987583,0,0,0,0,0,0,1
2,0,0,0,0,0,0,80.94827547,80.94827547,80.31951593,92.01775041,0,0,0,0,0,0,1
2,0,0,0,0,0,0,81.29691038,81.29691038,80.56307555,92.15594365,0,0,0,0,0,0,1
2,0,0,0,0,0,0,81.27549904,81.27549904,80.6662162,92.3007608,0,0,0,0,0,0,1
2,0,0,0,0,0,0,81.18173167,81.18173167,81.06526737,93.86324214,0,0,0,0,0,0,1
2,0,0,0,0,0,0,81.446237,81.446237,81.26330608,93.35152733,0,0,0,0,0,0,1
2,0,0,0,0,0,0,81.7467214,81.7467214,81.53131051,93.77977418,0,0,0,0,0,0,1
2,0,0,0,0,0,0,82.62017954,82.62017954,81.98144102,93.78051073,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.85057756,83.85057756,82.22431783,94.05341596,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.10782821,84.10782821,83.31205479,94.34647172,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.11908753,84.11908753,83.50743961,94.33233989,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.8101526,83.8101526,82.75325109,94.67049211,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.89483401,83.89483401,82.79356211,94.65851764,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.2154247,83.2154247,81.52553849,94.12329808,0,0,0,0,0,0,1
2,0,0,0,0,0,0,82.77125953,82.77125953,81.0808518,93.9988719,0,0,0,0,0,0,1
2,0,0,0,0,0,0,82.74196538,82.74196538,81.24260414,93.56832002,0,0,0,0,0,0,1
2,0,0,0,0,0,0,82.89883441,82.89883441,81.52447413,93.69042312,0,0,0,0,0,0,1
2,0,0,0,0,0,0,82.88854129,82.88854129,81.78022793,93.85453756,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.7924421,83.7924421,83.05053867,94.52719895,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.19172658,83.19172658,82.39694439,94.10007628,0,0,0,0,0,0,1
2,0,0,0,0,0,0,82.84523556,82.84523556,82.13292003,93.87806953,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.05603651,84.05603651,83.1912957,95.26482659,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.8556125,83.8556125,83.31594897,95.19406217,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.47355497,84.47355497,84.79566679,96.13712134,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.76605213,84.76605213,85.63228841,96.41963172,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.6211705,84.6211705,85.31482273,95.66424086,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.37347806,84.37347806,84.65405243,95.56940605,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.43466744,83.43466744,83.29384611,95.52994179,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.3889894,83.3889894,83.59736048,95.3812657,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.38365499,83.38365499,83.79891236,95.20536348,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.26066818,83.26066818,83.62883318,94.35279199,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.46312655,83.46312655,83.91288281,94.69278946,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.66737276,83.66737276,83.4431312,94.24250451,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.9372566,83.9372566,84.42739679,94.59395655,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.198548,84.198548,84.81934084,94.92183919,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.29447364,84.29447364,85.07377547,95.21469491,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.5731729,84.5731729,85.57568936,95.69002817,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.46923106,84.46923106,85.33791332,95.18084753,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.41120508,84.41120508,85.13749535,94.9233995,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.53525088,84.53525088,84.93476996,95.02312423,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.69693167,84.69693167,85.04601399,94.94796102,0,0,0,0,0,0,1
2,0,0,0,0,0,0,85.86549908,85.86549908,87.23948545,99.28228667,0,0,0,0,0,0,1
2,0,0,0,0,0,0,84.52935365,84.52935365,87.91150476,97.73450624,0,0,0,0,0,0,1
2,0,0,0,0,0,0,83.90526264,83.90526264,88.13168364,97.71146085,0,0,0,0,0,0,1
2,0,0,0,0,0,0,85.50836275,85.50836275,90.3877765,98.33153031,0,0,0,0,0,0,1
2,0,0,0,0,0,0,86.17419912,86.17419912,92.54536814,95.82391307,0,0,0,0,0,0,1
2,0,0,0,0,0,0,85.55139363,85.55139363,89.14180122,95.86627175,0,0,0,0,0,0,1
2,0,0,0,0,0,0,85.39281545,85.39281545,88.68493959,97.05769203,0,0,0,0,0,0,1
2,0,0,0,0,0,0,86.03082834,86.03082834,88.89700156,98.47865949,0,0,0,0,0,0,1
2,0,0,0,0,0,0,86.88123136,86.88123136,89.7851572,99.42907548,0,0,0,0,0,0,1
2,0,0,0,0,0,0,124.8915355,124.8915355,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,102.9971948,102.9971948,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,108.4399686,108.4399686,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,107.4657631,107.4657631,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,146.2319512,146.2319512,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,142.9656719,142.9656719,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,107.1332039,107.1332039,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,124.57266,124.57266,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,128.7026995,128.7026995,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,146.9696156,146.9696156,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,157.6944408,157.6944408,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,163.5982405,163.5982405,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,131.9889845,131.9889845,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,143.8463,143.8463,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,161.108627,161.108627,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
